,index,name,mean,sem
0,5,VP7,-3.10810845202964,0.28857381835066626
1,7,vp4,-2.949438737313237,0.4560104335474233
2,3,VP2,-2.707471445500316,0.3008469004601978
3,2,Sofie,-2.448080252200101,0.47375059527552404
4,4,VP5,-2.2968272214079097,0.21464208415765246
5,1,Patrick,-2.117666010788212,0.23367319620755975
6,6,eva,-1.9850320406278275,0.14732572500934893
7,0,Lorenz,-1.910965274919868,0.27643594821752965
8,8,vp6,-0.8932006927999931,0.35175878185924153
